file	v1_pre	v2_pre	v1_post	v2_post	p_sys_pre_x	p_sys_pre_y	p_sys_pre_z	p_sys_post_x	p_sys_post_y	p_sys_post_z	p_sys_pre_e	p_sys_post_e	KE_sys_pre	KE_sys_post	dp_x	dp_y	dp_z	dp_e	dKE	rel_dp_x	rel_dp_y	rel_dp_z	rel_dp_e	rel_dp_e_sigma	rel_dp_e_lo	rel_dp_e_hi	rel_dKE	t_collision
A1(1).tsv	2.456898511740247	125.2081389540878	79.3652083197785	45.9335316186016	-25.403797779348086	-2.568464291732262	0.0820719963053041	-24.93543078125891	-2.4999483599437196	0.03744350032609474	25.53300749316561	25.059747987676023	1568.3757329142873	840.9220517539042	0.46836699808917714	0.06851593178854243	-0.04462849597920936	-0.47325950548958673	-727.4536811603831	-0.018436888931226424	-0.026675835832754714	-0.5437725166717449	-0.01853520411241267	1.2417191269898203e-06	-0.01853644583153966	-0.01853396239328568	-0.4638261520462705	1.136
A1(2).tsv	-4.693781061668823	107.82990757477654	62.64701584261895	40.71127039703038	-20.521195955564057	-2.0959652689599597	-0.0757788241504522	-20.56698281143153	-2.079800365540693	0.01591153967629107	20.627225302621547	20.67165724792987	1164.9999141919532	558.2177924473183	-0.04578685586747255	0.016164903419266796	0.09169036382674327	0.04443194530832173	-606.7821217446349	0.002231198218983823	-0.007712390877205705	-1.209973430634132	0.0021540437289292035	1.5530195054996627e-06	0.0021524907094237038	0.002155596748434703	-0.5208430613194512	1.704
A1(3).tsv	86.53936404353374	1.4067877274155018	29.836667365928847	58.728751894035895	-17.504693417121942	-1.7241679118545448	0.05073020131223953	-17.62244674906374	-1.790833917586049	0.06043223070912763	17.589230354189848	17.71308385199295	749.1153832674669	433.9402962277568	-0.11775333194179893	-0.06666600573150427	0.0097020293968881	0.12385349780310051	-315.1750870397101	0.006726957687052111	0.03866561097277189	0.19124760292538637	0.0070414392960404856	1.825711529904594e-06	0.007039613584510581	0.0070432650075703904	-0.4207296954242079	2.592
A1(4).tsv	4.075834903911202	78.66565085159105	55.484630349215855	26.876266878482085	-16.461053175352177	-1.697004227680881	0.05053803687023567	-16.390395794010473	-1.6397986381323402	0.04135275338724382	16.548297151100453	16.472179445539588	620.5005738189822	380.09242415788384	0.07065738134170374	0.057205589548540825	-0.00918528348299185	-0.07611770556086483	-240.40814966109832	-0.004292397369051817	-0.03370975075690751	-0.18174990664114052	-0.004599730405240097	1.9292915063738767e-06	-0.004601659696746471	-0.004597801113733723	-0.3874422680731191	1.064
A1(5).tsv	99.1149545410579	-9.41296490279668	34.91640764892328	55.908002125025654	-17.847823911933922	-1.8209874352896833	-0.016314607479697343	-18.073416115496535	-1.8215333850782813	-0.0034183915949173686	17.940397927652242	18.164881954789788	991.252372169984	434.4925968226652	-0.22559220356261278	-0.0005459497885980102	0.012896215884779974	0.2244840271375459	-556.7597753473189	0.01263975959622567	0.0002998097504781302	-0.7904704971191385	0.012512767444892613	1.794878061595137e-06	0.012510972566831018	0.012514562322954208	-0.5616730824345946	2.706
A1(6).tsv	2.394175218700716	131.70329064135294	82.05594848511211	55.167837944751795	-26.688288403516417	-2.654585990690271	-0.0488749308408786	-27.305439287107326	-2.7658765754510966	-0.035200077817095915	26.819493172010734	27.444757285972784	1735.2077387039935	977.6969947312427	-0.6171508835909094	-0.11129058476082543	0.013674853023782685	0.6252641139620501	-757.5107439727508	0.02312440851432025	0.04192389515771029	-0.27979278514590034	0.023313793066551534	1.2071506903682593e-06	0.023312585915861165	0.023315000217241904	-0.4365533457904739	1.754
A1(7).tsv	0.13191672190849926	84.87636088649825	54.91320354960655	32.47754806455424	-16.91350394666596	-1.7308679234044664	0.005917797508983426	-17.388928872144138	-1.7669328133016293	-0.08231280225940943	17.00165552168135	17.47815032283216	720.4235689648056	407.04758326509136	-0.4754249254781797	-0.036064889897162944	-0.08823059976839286	0.47649480115081033	-313.3759856997142	0.028109191742725605	0.020836303804294003	-14.909364444196624	0.028026376639801967	1.9087270841558194e-06	0.028024467912717812	0.028028285366886122	-0.43498852508394736	2.838
A1(8).tsv	197.189049186089	-3.978183791452991	77.24898037562116	94.86948946975751	-38.43609516030127	-3.9848646569249353	-0.09248529765376197	-34.24862304880033	-3.4680531295729944	0.008723018962167988	38.6421730789272	34.423693969075735	3889.9528342312906	1496.769237796165	4.187472111500938	0.5168115273519409	0.10120831661592995	-4.218479109851465	-2393.1835964351258	-0.10894634572103905	-0.1296936212008659	-1.094317898990004	-0.10916775051017862	7.842130574664207e-07	-0.10916853472323608	-0.10916696629712115	-0.615221751630326	1.034
A1(9).tsv	98.01670681953249	-2.802281216790233	37.924655310491445	60.06713826329422	-18.944099065061284	-1.9378951784418705	0.03526279634679714	-19.49638165831277	-1.9974305966131354	0.034221165186656584	19.04288512054845	19.598358714757133	961.5203496516517	504.63958056625836	-0.552282593251487	-0.05953541817126484	-0.0010416311601405548	0.5554735942086815	-456.88076908539335	0.029153278356217272	0.030721691675363583	-0.02953909695352803	0.029169613254101456	1.7051023504720185e-06	0.029167908151750983	0.02917131835645193	-0.4751649502279554	2.168
A1(10).tsv	-9.844763730279348	75.42967515343223	46.93207055985447	21.364980596907873	-13.052990327814268	-1.2960925219223878	-0.043507400925912154	-13.594365027401363	-1.33391620364102	-0.05061280929140845	13.116982284630577	13.65941023135247	578.7058787093764	265.919949978804	-0.5413746995870952	-0.03782368171863215	-0.0071054083654962935	0.5424279467218938	-312.7859287305724	0.041475147532553845	0.02918285622274202	0.16331493525885274	0.04135310507794671	2.4905386035521995e-06	0.04135061453934316	0.041355595616550264	-0.5404920534557972	1.554
