file	v1_pre	v2_pre	v1_post	v2_post	p_sys_pre_x	p_sys_pre_y	p_sys_pre_z	p_sys_post_x	p_sys_post_y	p_sys_post_z	p_sys_pre_e	p_sys_post_e	KE_sys_pre	KE_sys_post	dp_x	dp_y	dp_z	dp_e	dKE	rel_dp_x	rel_dp_y	rel_dp_z	rel_dp_e	rel_dp_e_sigma	rel_dp_e_lo	rel_dp_e_hi	rel_dKE	t_collision
A2(1).tsv	-28.630821122200665	134.39679179772136	116.32060304663668	-10.53477740837506	-21.042737880080665	-2.1678658469730676	-0.09121513182430638	-21.051906694851905	-2.1128572302549657	-0.02427701832691286	21.15319413510414	21.157165127652323	1888.3997782565687	1364.2127042787122	-0.009168814771239653	0.055008616718101866	0.06693811349739352	0.0039709925481830055	-524.1870739778565	0.00043572347018203247	-0.025374548335132873	-0.7338487831857337	0.0001877254339378026	1.5129159002414449e-06	0.00018621251803756114	0.00018923834983804405	-0.27758268138635495	2.042
A2(2).tsv	-24.73035963755144	124.1035751192193	108.86746130012145	-8.00605265941524	-19.762524946356727	-2.1165966524728246	-0.020807694439592468	-20.072071332062222	-2.0165278753224527	-0.05409423091573124	19.87464309633357	20.172281728141243	1601.5220263317672	1191.737569004591	-0.3095463857054952	0.10006877715037188	-0.03328653647613877	0.297638631807672	-409.78445732717614	0.015663301452912823	-0.04727815147655143	1.5997224763547955	0.01497579757105574	1.622192812377385e-06	0.014974175378243363	0.014977419763868117	-0.2558718834893416	0.898
A2(3).tsv	-25.178353968314326	108.95301819037203	93.91481767767496	-12.300519175968228	-16.66978538756602	-1.698603829551151	-0.19034653573943924	-16.240532918667377	-1.6388132245834817	0.011151321935884716	16.75493284441154	16.322859700341347	1250.7170521271564	897.1579404009244	0.42925246889864255	0.0597906049676693	0.20149785767532397	-0.4320731440701948	-353.559111726232	-0.025750329648444162	-0.03519985291889323	-1.0585843177684593	-0.025787817121231193	1.8854202459016291e-06	-0.025789702541477093	-0.025785931700985292	-0.2826851294023029	0.396
A2(4).tsv	-28.47600066974866	135.67296252996292	117.74932962990488	-9.534947263705947	-21.328754635363577	-2.1872845200853406	-0.07232781035935744	-21.53639204478679	-2.153097769890451	-0.02866460609135781	21.439392372042853	21.642876473239788	1922.013732502153	1395.7084255547913	-0.20763740942321363	0.03418675019488937	0.043663204267999634	0.20348410119693483	-526.3053069473617	0.009735092975327585	-0.015629768272467596	-0.6036848627251535	0.009491131915766409	1.4996794766927776e-06	0.009489632236289717	0.009492631595243101	-0.27383014910210696	1.796
A2(5).tsv	-13.91749065949389	180.55475613439975	155.74933023816794	7.752173143052764	-33.154988287923125	-3.407649227507123	-0.0608904102932254	-32.54066688443645	-3.239951009829314	0.047458058984357995	33.32745309498118	32.70030067624414	3279.7560222007187	2432.006796787638	0.6143214034866773	0.16769821767780924	0.1083484692775834	-0.6271524187370403	-847.7492254130807	-0.01852877757494027	-0.04921228873092945	-1.7794012021896022	-0.018817892172849054	9.51178102593512e-07	-0.018818843350951648	-0.01881694099474646	-0.2584793562919477	1.518
A2(6).tsv	-24.81999748043333	128.19187217672626	110.80011274536116	-6.913063615068758	-20.563782961273148	-2.135114481892044	-0.0823647132747394	-20.68133357203342	-1.999037128459981	0.026563265700113085	20.67437493925859	20.777409826058484	1704.9261452697897	1232.4741464327687	-0.11755061076027218	0.13607735343206273	0.10892797897485249	0.10303488679989314	-472.45199883702094	0.005716390363662658	-0.06373304784644475	-1.3225078391459637	0.004983700213554708	1.5516714967024714e-06	0.004982148542058006	0.004985251885051411	-0.2771099499810061	1.86
A2(7).tsv	-22.6457852152042	124.0528120618937	107.61052588633544	-7.108714682445711	-20.181345723412242	-2.023099970968492	-0.08631819349159306	-20.00114829700813	-2.000392284823828	-0.010000650201928389	20.281405369337904	20.100362240777947	1590.3506719099337	1163.1110446592656	0.18019742640411351	0.02270768614466423	0.07631754328966467	-0.1810431285599563	-427.23962725066804	-0.008928910335006436	-0.011224203682724428	-0.8841420354458368	-0.008926557369326254	1.5707735565172592e-06	-0.00892812814288277	-0.008924986595769737	-0.26864491888293673	0.984
A2(8).tsv	-23.708314433740156	144.1051267645548	123.91617311326802	-7.185166634834139	-23.95806558719518	-2.435409389377432	-0.030923531207962922	-23.23712477327722	-2.288843902165978	-0.11988716536205633	24.07936246616293	23.34620129568678	2133.317058628948	1541.1473212654387	0.7209408139179594	0.14656548721145413	-0.08896363415409342	-0.7331611704761514	-592.1697373635093	-0.03009177895828448	-0.06018104711706023	2.876891178947408	-0.03044769858447923	1.3088636469482876e-06	-0.03044900744812618	-0.030446389720832284	-0.2775816819953093	1.446
A2(9).tsv	-32.00930194022208	126.36900598551874	112.44783519217626	-14.579469674019927	-18.754240978370127	-2.1086574608027413	-0.3256247436388815	-19.475436201191634	-1.9522464134449677	-0.300079523634067	18.871940809059335	19.57367310363127	1699.625632542185	1285.9208482211702	-0.7211952228215068	0.15641104735777356	0.025545220004814517	0.7017322945719329	-413.7047843210148	0.03845504724255621	-0.07417565454098443	-0.07844987367773322	0.03718389654099972	1.7274519798334577e-06	0.03718216908901988	0.037185623992979554	-0.24340935815507983	1.068
A2(10).tsv	157.7018178271566	-8.638083377607234	10.05010079587653	138.70419738477568	-29.65344143893507	-3.078454466626968	-0.022437841881829082	-29.60534624035422	-2.9401164833416074	-0.030308217765620763	29.812746889909874	29.750859636130443	2494.4636657378464	1934.005343702757	0.04809519858084954	0.13833798328536062	-0.007870375883791681	-0.06188725377943172	-560.4583220350894	-0.001621909506857453	-0.044937479110073106	0.35076349700838994	-0.0020758655352344424	1.072252869695511e-06	-0.002076937788104138	-0.0020747932823647467	-0.22468089222270127	0.812
