FILE_VERSION	2.0.0
NO_OF_FRAMES	2500
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
DESCRIPTION	--
TIME_STAMP	2025-11-14, 15:44:31.554	60059.57309450
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001
TRAJECTORY_TYPES	Measured	Measured
232.380	461.638	397.959	408.173	479.850	398.755
232.400	461.566	398.022	408.024	479.909	398.827
232.430	461.551	398.018	407.829	479.887	398.835
232.467	461.542	398.026	407.658	479.841	398.859
232.507	461.547	397.992	407.491	479.790	398.799
232.551	461.545	398.015	407.374	479.808	398.846
232.565	461.547	398.013	407.213	479.801	398.845
232.612	461.559	397.992	407.012	479.771	398.867
232.694	461.470	398.038	406.845	479.745	398.906
232.683	461.556	397.983	406.692	479.740	398.891
232.728	461.547	398.004	406.535	479.715	398.834
232.788	461.474	398.067	406.385	479.716	398.864
232.837	461.473	398.075	406.179	479.679	398.871
232.836	461.552	398.060	405.992	479.637	398.923
232.893	461.479	398.067	405.835	479.620	398.865
232.899	461.547	398.037	405.689	479.609	398.837
232.950	461.485	398.087	405.529	479.589	398.837
233.014	461.510	398.150	405.340	479.580	398.833
232.984	461.556	398.053	405.139	479.550	398.855
233.042	461.489	398.088	404.985	479.494	398.825
233.071	461.486	398.084	404.820	479.488	398.753
233.069	461.559	398.041	404.658	479.481	398.753
233.128	461.492	398.105	404.484	479.461	398.779
233.155	461.495	398.101	404.315	479.403	398.803
233.198	461.494	398.095	404.140	479.403	398.772
233.212	461.495	398.093	403.995	479.386	398.745
233.210	461.563	398.050	403.856	479.362	398.761
233.276	461.496	398.098	403.676	479.341	398.772
233.311	461.500	398.107	403.497	479.301	398.810
233.330	461.503	398.062	403.319	479.275	398.765
233.366	461.507	398.071	403.156	479.243	398.693
233.372	461.569	398.041	403.019	479.258	398.724
233.403	461.604	398.024	402.840	479.217	398.736
233.449	461.578	398.045	402.698	479.083	398.805
233.488	461.608	398.040	402.517	479.154	398.774
233.532	461.600	398.063	402.351	479.135	398.731
233.588	461.540	398.070	402.190	479.077	398.660
233.592	461.613	398.011	402.037	479.110	398.718
233.663	461.555	397.983	401.870	479.077	398.787
233.705	461.572	398.006	401.766	478.967	398.916
233.718	461.556	397.947	401.522	478.954	398.668
233.754	461.553	397.956	401.378	478.982	398.685
233.795	461.576	397.980	401.224	479.014	398.771
233.815	461.578	397.962	401.051	478.988	398.797
233.844	461.570	397.958	400.871	478.896	398.793
233.843	461.648	398.006	400.733	478.931	398.824
233.872	461.651	398.030	400.568	478.912	398.781
233.892	461.660	398.013	400.428	478.816	398.839
233.929	461.645	398.022	400.262	478.777	398.880
233.957	461.648	398.018	400.035	478.830	398.803
233.984	461.658	398.015	399.911	478.803	398.820
234.013	461.661	398.039	399.731	478.795	398.748
234.041	461.664	398.035	399.543	478.727	398.676
234.076	461.662	398.016	399.385	478.610	398.746
234.112	461.661	398.026	399.187	478.634	398.727
234.139	461.670	398.022	399.072	478.516	398.772
234.174	461.674	398.032	398.926	478.499	398.746
234.203	461.677	398.056	398.738	478.496	398.688
234.260	461.604	398.063	398.515	478.561	398.656
234.347	461.631	398.166	398.392	478.430	398.769
234.322	461.624	398.070	398.187	478.479	398.653
234.344	461.688	398.066	398.104	478.363	398.773
234.385	461.698	398.061	397.928	478.368	398.745
234.435	461.704	398.097	397.747	478.346	398.758
234.483	461.643	398.091	397.554	478.319	398.740
234.473	461.715	398.035	397.400	478.320	398.755
