FILE_VERSION	2.0.0
NO_OF_FRAMES	1249
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
DESCRIPTION	--
TIME_STAMP	2025-11-14, 16:48:56.834	63924.83294910
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001
TRAJECTORY_TYPES	Measured	Mixed
180.375	456.331	397.797	513.959	490.833	399.273
180.399	456.352	397.762	513.727	490.757	399.105
180.458	456.358	397.808	513.418	490.967	399.258
180.495	456.338	397.815	513.146	490.711	399.183
180.528	456.348	397.793	512.917	490.837	399.174
180.581	456.342	397.826	512.659	490.720	399.251
180.622	456.370	397.846	512.317	490.749	399.066
180.671	456.279	397.774	512.225	490.709	399.389
180.738	456.323	397.789	511.817	490.828	399.119
180.761	456.301	397.769	511.636	490.655	399.257
180.874	456.356	397.862	511.348	490.687	399.087
180.863	456.331	397.762	511.076	490.644	399.150
180.877	456.406	397.806	510.885	490.572	399.288
180.979	456.349	397.825	510.576	490.678	399.087
181.025	456.361	397.800	510.302	490.572	399.090
181.019	456.398	397.806	510.113	490.579	399.359
181.066	456.312	397.705	509.838	490.503	399.162
181.073	456.381	397.736	509.569	490.446	399.197
181.161	456.396	397.805	509.299	490.361	399.215
181.208	456.310	397.704	509.081	490.359	399.235
181.251	456.413	397.801	508.763	490.448	399.177
181.257	456.407	397.785	508.547	490.431	399.395
181.312	456.328	397.697	508.216	490.365	399.086
181.362	456.340	397.730	507.940	490.307	399.134
181.397	456.350	397.737	507.785	490.234	399.437
181.424	456.359	397.732	507.515	490.244	399.316
181.497	456.385	397.803	507.262	490.152	399.384
181.531	456.407	397.811	507.041	490.167	399.530
181.562	456.447	397.818	506.705	490.182	399.266
181.569	456.406	397.745	506.467	490.046	399.366
181.663	456.440	397.826	506.202	490.045	399.387
181.637	456.420	397.730	505.980	490.031	399.392
181.744	456.485	397.838	505.697	489.972	399.353
181.727	456.437	397.726	505.450	489.987	399.467
181.892	456.556	397.938	505.169	489.977	399.343
181.904	456.540	397.877	504.894	489.938	399.337
181.901	456.486	397.762	504.607	489.958	399.341
181.909	456.445	397.716	504.388	489.952	399.390
182.028	456.536	397.822	504.126	489.854	399.399
182.068	456.535	397.785	503.890	489.771	399.513
182.135	456.518	397.814	503.589	489.801	399.314
182.137	456.519	397.741	503.352	489.767	399.446
182.178	456.530	397.733	503.081	489.643	399.423
182.207	456.636	397.832	502.956	489.619	399.723
182.221	456.608	397.800	502.542	489.745	399.317
182.282	456.548	397.725	502.279	489.715	399.341
182.334	456.651	397.864	502.096	489.658	399.343
182.361	456.551	397.753	501.862	489.640	399.419
182.369	456.625	397.813	501.559	489.641	399.378
182.419	456.638	397.846	501.320	489.629	399.336
182.477	456.546	397.787	501.062	489.502	399.319
182.508	456.574	397.766	500.766	489.523	399.338
182.534	456.584	397.761	500.562	489.516	399.390
182.535	456.537	397.703	500.244	489.449	399.259
182.628	456.583	397.785	499.968	489.430	399.253
182.672	456.581	397.805	499.687	489.476	399.270
182.696	456.524	397.757	499.480	489.302	399.254
182.768	456.520	397.771	499.222	489.368	399.355
182.818	456.598	397.789	498.958	489.362	399.402
182.859	456.530	397.766	498.725	489.267	399.340
182.933	456.604	397.823	498.386	489.255	399.235
182.964	456.554	397.788	498.152	489.244	399.361
182.979	456.562	397.712	497.920	489.216	399.287
183.044	456.569	397.742	497.604	489.092	399.213
183.088	456.550	397.733	497.319	489.148	399.186
183.152	456.624	397.748	497.130	489.016	399.234
183.157	456.540	397.689	496.791	489.024	399.102
183.183	456.555	397.684	496.519	489.101	399.150
183.233	456.561	397.688	496.281	488.962	399.029
183.260	456.564	397.682	496.050	488.914	399.206
183.296	456.562	397.689	495.799	488.967	399.273
183.312	456.600	397.671	495.555	488.840	399.137
183.374	456.577	397.717	495.286	488.818	399.221
183.400	456.593	397.712	494.982	488.856	399.176
183.458	456.616	397.757	494.785	488.818	399.223
183.486	456.614	397.752	494.518	488.732	399.265
183.543	456.620	397.769	494.260	488.782	399.345
183.564	456.611	397.750	493.950	488.734	399.175
183.636	456.625	397.793	493.679	488.697	399.166
183.670	456.623	397.772	493.396	488.674	399.125
183.719	456.628	397.776	493.134	488.666	399.096
183.763	456.627	397.796	492.904	488.648	399.119
183.803	456.626	397.759	492.671	488.622	399.295
183.844	456.637	397.751	492.432	488.610	399.257
183.917	456.711	397.778	492.178	488.464	399.215
183.931	456.671	397.718	491.881	488.549	399.252
183.978	456.677	397.693	491.666	488.578	399.241
