FILE_VERSION	2.0.0
NO_OF_FRAMES	2500
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
DESCRIPTION	--
TIME_STAMP	2025-11-14, 16:52:33.768	64141.76662580
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001
TRAJECTORY_TYPES	Measured	Measured
192.776	457.598	397.918	484.367	487.624	399.075
192.754	457.608	397.806	484.029	487.716	399.079
192.795	457.601	397.769	483.798	487.655	399.087
192.857	457.614	397.772	483.527	487.635	399.203
192.897	457.619	397.735	483.184	487.643	399.106
192.931	457.617	397.714	482.946	487.533	399.083
192.984	457.660	397.732	482.639	487.465	399.191
193.017	457.615	397.726	482.365	487.455	399.136
193.049	457.631	397.706	482.090	487.431	399.108
193.099	457.649	397.739	481.791	487.413	399.219
193.136	457.635	397.747	481.502	487.389	399.191
193.226	457.729	397.859	481.232	487.367	399.206
193.235	457.676	397.814	480.892	487.323	399.239
193.267	457.643	397.808	480.640	487.342	399.217
193.352	457.677	397.879	480.287	487.295	399.146
193.361	457.635	397.834	480.043	487.249	399.325
193.401	457.671	397.855	479.774	487.220	399.213
193.450	457.676	397.860	479.467	487.175	399.294
193.484	457.674	397.839	479.177	487.160	399.266
193.541	457.681	397.857	478.923	487.092	399.213
193.576	457.679	397.836	478.620	487.095	399.353
193.625	457.679	397.841	478.287	487.048	399.174
193.672	457.690	397.818	478.036	487.034	399.209
193.713	457.689	397.780	477.721	486.981	399.303
193.760	457.700	397.757	477.440	486.934	399.191
193.807	457.706	397.733	477.142	486.929	399.175
193.877	457.742	397.678	476.870	486.839	399.306
193.910	457.746	397.657	476.590	486.862	399.181
193.953	457.744	397.648	476.285	486.793	399.262
193.987	457.755	397.656	475.988	486.756	399.276
194.029	457.759	397.648	475.744	486.733	399.200
194.125	457.793	397.760	475.383	486.727	399.187
194.131	457.737	397.758	475.132	486.681	399.253
194.174	457.742	397.779	474.866	486.657	399.187
194.195	457.750	397.789	474.530	486.594	399.194
194.245	457.762	397.823	474.267	486.639	399.188
194.287	457.767	397.815	474.004	486.574	399.150
194.321	457.782	397.823	473.690	486.552	399.164
194.361	457.800	397.815	473.450	486.520	399.134
194.442	457.820	397.901	473.107	486.569	399.134
194.484	457.825	397.893	472.837	486.441	399.145
194.479	457.820	397.807	472.548	486.484	399.006
194.558	457.846	397.864	472.271	486.368	399.051
194.576	457.831	397.789	471.981	486.347	399.152
194.662	457.858	397.859	471.716	486.322	399.061
194.733	457.871	397.874	471.321	486.399	399.067
194.721	457.835	397.746	471.098	486.269	399.101
194.800	457.850	397.774	470.830	486.324	399.103
194.892	457.878	397.829	470.498	486.265	399.154
194.931	457.913	397.821	470.255	486.209	399.158
194.945	457.873	397.761	470.000	486.204	399.175
195.010	457.880	397.792	469.679	486.092	399.192
195.009	457.850	397.734	469.415	486.110	399.143
195.103	457.884	397.817	469.116	486.112	399.154
195.100	457.879	397.761	468.795	486.122	399.202
195.143	457.884	397.781	468.485	486.060	399.066
195.176	457.912	397.789	468.218	486.041	399.131
195.206	457.891	397.784	467.971	485.973	399.169
195.248	457.908	397.805	467.663	485.942	399.127
195.295	457.931	397.810	467.332	486.046	399.049
195.333	457.917	397.817	467.058	485.993	399.155
195.380	457.959	397.851	466.803	485.888	399.114
195.435	457.989	397.870	466.443	485.832	398.985
195.435	457.936	397.784	466.195	485.871	399.083
195.515	457.962	397.869	465.891	485.693	398.932
195.569	457.981	397.859	465.569	485.894	399.000
195.603	457.967	397.809	465.311	485.698	398.979
195.668	457.968	397.840	465.034	485.591	398.949
195.704	457.918	397.761	464.725	485.616	399.001
195.803	457.958	397.829	464.499	485.663	399.063
195.824	457.924	397.752	464.203	485.662	398.997
195.911	457.963	397.851	463.857	485.521	398.960
195.923	457.924	397.762	463.646	485.562	399.025
195.987	457.864	397.780	463.374	485.555	399.020
195.993	457.910	397.820	463.030	485.497	399.043
196.116	457.897	397.871	462.801	485.494	398.991
196.073	457.907	397.849	462.470	485.414	398.946
196.122	457.946	397.812	462.213	485.412	399.043
196.155	457.957	397.791	461.909	485.355	398.848
196.198	457.961	397.812	461.606	485.333	398.923
196.225	457.971	397.807	461.343	485.336	399.005
196.265	457.976	397.771	461.031	485.245	398.752
196.328	458.013	397.831	460.780	485.289	399.036
196.371	458.024	397.852	460.492	485.263	398.986
196.392	457.997	397.805	460.171	485.327	398.848
196.435	458.002	397.826	459.863	485.271	398.964
196.557	458.069	397.962	459.657	485.176	399.070
196.578	458.024	397.886	459.331	485.219	398.945
196.588	457.986	397.868	458.977	485.192	398.955
196.704	458.037	397.890	458.754	485.110	398.959
196.722	458.022	397.815	458.440	485.119	398.922
196.756	457.993	397.836	458.064	485.044	398.799
196.804	457.998	397.812	457.872	484.903	398.865
196.843	458.020	397.804	457.527	484.984	398.866
196.917	458.038	397.777	457.241	484.828	398.915
196.935	458.025	397.802	456.995	484.799	398.845
196.978	458.051	397.752	456.711	484.812	399.040
196.989	458.037	397.791	456.381	484.761	398.913
197.035	458.024	397.811	456.146	484.772	398.946
197.123	458.128	397.825	455.854	484.712	399.038
197.116	458.080	397.755	455.591	484.687	399.051
197.174	458.082	397.872	455.247	484.728	398.854
197.180	458.059	397.828	454.933	484.663	398.958
197.302	458.125	397.865	454.658	484.691	398.957
197.308	458.108	397.820	454.364	484.669	398.867
197.357	458.051	397.908	454.041	484.462	398.910
197.438	458.058	397.964	453.787	484.426	398.882
197.453	458.167	397.866	453.473	484.509	398.834
197.558	458.095	398.014	453.232	484.427	399.048
197.582	458.135	397.941	452.947	484.394	398.946
197.593	458.053	397.834	452.673	484.366	399.029
197.628	458.129	397.860	452.370	484.319	399.036
197.695	458.077	397.801	452.059	484.241	398.858
197.725	458.067	397.794	451.799	484.289	399.031
197.801	458.160	397.841	451.478	484.186	398.977
197.806	458.137	397.768	451.178	484.286	398.876
197.918	458.215	397.891	450.862	484.229	398.882
197.933	458.169	397.831	450.582	484.178	398.878
197.948	458.168	397.728	450.300	484.156	398.820
198.018	458.174	397.844	450.026	484.014	398.974
198.061	458.184	397.865	449.703	484.086	398.867
198.100	458.129	397.913	449.473	483.974	398.916
198.139	458.198	397.795	449.121	484.016	398.889
198.201	458.176	397.941	448.888	483.927	398.966
198.220	458.172	397.894	448.586	483.850	398.876
198.269	458.125	397.911	448.257	483.912	398.883
198.334	458.207	397.889	448.023	483.790	398.916
198.399	458.151	398.003	447.710	483.784	398.884
198.405	458.140	397.958	447.431	483.726	398.981
198.460	458.134	397.919	447.166	483.694	398.898
198.492	458.156	397.898	446.822	483.726	398.937
198.519	458.146	397.864	446.556	483.629	398.917
198.560	458.144	397.826	446.262	483.615	398.802
198.645	458.171	397.868	445.964	483.696	398.884
198.660	458.131	397.807	445.692	483.569	398.776
198.759	458.264	397.851	445.409	483.543	398.748
198.757	458.129	397.760	445.093	483.618	398.759
198.792	458.138	397.767	444.861	483.471	398.820
198.863	458.176	397.840	444.583	483.567	398.916
198.924	458.146	397.858	444.240	483.640	398.895
198.955	458.162	397.809	443.964	483.577	398.683
198.992	458.167	397.846	443.704	483.469	398.912
199.072	458.181	397.903	443.343	483.508	398.775
199.107	458.185	397.911	443.140	483.513	398.759
199.142	458.189	397.919	442.836	483.353	398.868
199.211	458.246	397.993	442.488	483.498	398.742
199.209	458.216	397.907	442.214	483.473	398.674
199.239	458.202	397.902	441.910	483.353	398.776
199.296	458.208	397.920	441.637	483.397	398.745
199.324	458.218	397.944	441.376	483.367	398.707
199.358	458.222	397.924	441.093	483.161	398.839
199.397	458.245	397.917	440.791	483.304	398.763
199.454	458.240	397.906	440.505	483.271	398.666
