FILE_VERSION	2.0.0
NO_OF_FRAMES	136
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2025-11-17, 14:07:32.624	313439.82329550
DATA_INCLUDED	3D
MARKER_NAMES	cm2	ed2	New 0002	cm1	ed1	New 0005
TRAJECTORY_TYPES	Mixed	Mixed	Measured	Mixed	Mixed	Mixed
435.431	257.110	-14.668	435.645	276.612	-14.689	435.596	239.181	-14.581	350.259	69.405	-14.005	351.327	87.949	-14.272	350.609	49.099	-13.632
435.468	256.000	-14.709	434.485	275.569	-14.716	436.739	238.102	-14.553	352.544	72.280	-14.147	352.809	90.811	-14.111	353.758	51.963	-13.818
435.489	254.956	-14.710	433.316	274.533	-14.722	437.862	237.187	-14.506	354.838	75.115	-14.148	354.427	93.772	-14.294	356.834	54.917	-13.694
435.516	253.949	-14.685	432.127	273.320	-14.639	438.999	236.318	-14.494	357.107	77.902	-14.019	355.881	96.664	-14.017	359.913	57.874	-13.625
435.544	252.898	-14.666	430.919	271.975	-14.512	440.137	235.481	-14.480	359.434	80.772	-14.093	357.536	99.239	-14.260	363.052	60.793	-13.698
435.572	251.812	-14.646	429.808	270.566	-14.553	441.222	234.738	-14.486	361.701	83.720	-14.013	359.012	101.987	-14.087	366.160	63.664	-13.681
435.585	250.718	-14.626	428.658	269.040	-14.650	442.307	234.024	-14.528	364.005	86.427	-14.011	360.619	104.729	-14.246	369.269	66.743	-13.653
435.620	249.645	-14.624	427.538	267.478	-14.551	443.350	233.383	-14.499	366.364	89.165	-14.158	362.184	107.346	-14.192	372.364	69.782	-13.706
435.640	248.594	-14.622	426.482	265.935	-14.576	444.386	232.785	-14.486	368.643	92.129	-14.087	363.742	110.001	-14.204	375.464	72.897	-13.711
435.668	247.564	-14.641	425.429	264.252	-14.610	445.383	232.387	-14.525	370.914	95.019	-14.022	365.365	112.678	-14.183	378.530	76.039	-13.735
435.689	246.556	-14.601	424.462	262.583	-14.591	446.314	231.925	-14.517	373.266	97.869	-14.008	366.969	115.317	-14.195	381.558	79.209	-13.686
435.716	245.511	-14.617	423.512	260.796	-14.577	447.244	231.586	-14.500	375.562	100.703	-14.049	368.562	117.887	-14.133	384.607	82.409	-13.684
435.744	244.423	-14.636	422.608	258.931	-14.605	448.110	231.240	-14.477	377.881	103.501	-14.067	370.208	120.412	-14.224	387.649	85.631	-13.611
