FILE_VERSION	2.0.0
NO_OF_FRAMES	154
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2025-11-17, 13:22:11.754	310718.95568110
DATA_INCLUDED	3D
MARKER_NAMES	ed2	cm2	New 0002	ed1	cm1	New 0005
TRAJECTORY_TYPES	Mixed	Measured	Measured	Mixed	Mixed	Mixed
339.555	354.478	-15.358	325.889	342.664	-15.318	310.804	330.437	-15.093	421.350	93.990	-13.525	404.267	105.144	-13.855	389.510	116.436	-14.034
338.789	355.028	-15.363	325.757	342.549	-15.317	311.332	329.581	-15.109	420.756	99.205	-13.637	403.531	110.130	-13.863	388.657	121.303	-14.115
337.975	355.648	-15.344	325.630	342.450	-15.373	311.894	328.757	-15.049	420.160	104.503	-13.629	402.795	115.183	-13.907	387.775	126.106	-14.073
337.129	356.244	-15.364	325.505	342.386	-15.391	312.531	327.957	-15.042	419.602	109.816	-13.668	402.068	120.250	-13.932	386.910	130.987	-14.119
336.256	356.699	-15.353	325.376	342.313	-15.351	313.198	327.209	-15.041	418.978	115.059	-13.704	401.337	125.287	-13.942	386.030	135.817	-14.117
335.329	357.230	-15.303	325.258	342.248	-15.390	313.864	326.491	-15.079	418.384	120.324	-13.614	400.619	130.344	-13.951	385.190	140.670	-14.187
334.415	357.626	-15.340	325.129	342.146	-15.354	314.584	325.816	-15.104	417.815	125.582	-13.749	399.904	135.344	-14.005	384.304	145.472	-14.130
333.460	358.052	-15.383	324.991	342.044	-15.334	315.323	325.193	-15.049	417.214	130.868	-13.764	399.188	140.361	-14.019	383.486	150.300	-14.220
332.492	358.334	-15.432	324.876	341.935	-15.337	316.117	324.620	-15.119	416.604	136.125	-13.790	398.444	145.423	-14.081	382.619	155.139	-14.215
331.494	358.630	-15.437	324.759	341.864	-15.337	316.931	324.098	-15.112	416.006	141.390	-13.774	397.730	150.446	-14.058	381.774	159.976	-14.229
330.488	358.936	-15.451	324.628	341.777	-15.336	317.712	323.646	-14.999	415.405	146.720	-13.829	397.014	155.486	-14.071	380.938	164.780	-14.267
329.463	359.105	-15.416	324.499	341.696	-15.297	318.575	323.182	-15.053	414.809	151.973	-13.816	396.297	160.521	-14.045	380.095	169.602	-14.246
328.429	359.217	-15.398	324.370	341.617	-15.258	319.441	322.819	-15.065	414.210	157.219	-13.878	395.594	165.513	-14.174	379.258	174.404	-14.283
327.381	359.285	-15.376	324.243	341.520	-15.314	320.295	322.485	-15.128	413.604	162.445	-13.921	394.878	170.537	-14.150	378.462	179.183	-14.308
326.324	359.384	-15.369	324.116	341.457	-15.371	321.162	322.096	-15.009	412.975	167.723	-13.943	394.164	175.534	-14.168	377.588	183.954	-14.325
325.260	359.396	-15.344	323.996	341.346	-15.321	322.061	321.885	-15.073	412.356	172.993	-13.988	393.443	180.551	-14.168	376.767	188.818	-14.360
324.198	359.358	-15.322	323.864	341.232	-15.229	322.961	321.700	-15.138	411.737	178.250	-13.996	392.712	185.586	-14.219	375.965	193.585	-14.368
323.133	359.233	-15.344	323.735	341.131	-15.188	323.874	321.601	-15.104	411.141	183.534	-14.026	391.996	190.579	-14.235	375.154	198.371	-14.353
322.065	359.078	-15.305	323.622	341.075	-15.243	324.778	321.547	-15.083	410.505	188.711	-14.073	391.313	195.574	-14.299	374.343	203.147	-14.416
321.034	358.894	-15.290	323.532	341.027	-15.321	325.675	321.542	-15.038	409.881	193.988	-14.028	390.585	200.582	-14.240	373.525	207.933	-14.420
320.001	358.597	-15.315	323.414	340.966	-15.359	326.552	321.598	-15.061	409.277	199.279	-14.075	389.885	205.582	-14.299	372.722	212.709	-14.467
318.978	358.348	-15.321	323.294	340.845	-15.306	327.431	321.692	-15.044	408.639	204.500	-14.036	389.180	210.546	-14.342	371.926	217.476	-14.493
317.957	357.976	-15.298	323.174	340.750	-15.250	328.294	321.831	-15.022	408.031	209.716	-14.157	388.488	215.516	-14.385	371.126	222.200	-14.465
316.969	357.576	-15.370	323.049	340.655	-15.269	329.152	322.039	-15.069	407.382	214.964	-14.170	387.752	220.524	-14.346	370.343	226.997	-14.527
315.998	357.262	-15.406	322.946	340.569	-15.312	329.990	322.301	-15.052	406.749	220.262	-14.143	387.062	225.520	-14.391	369.559	231.742	-14.542
315.031	356.695	-15.416	322.815	340.489	-15.311	330.807	322.622	-15.012	406.116	225.519	-14.196	386.364	230.501	-14.417	368.771	236.523	-14.589
314.096	356.276	-15.381	322.692	340.396	-15.290	331.633	323.009	-15.040	405.459	230.727	-14.191	385.657	235.473	-14.497	367.994	241.269	-14.584
313.171	355.703	-15.340	322.600	340.324	-15.276	332.435	323.390	-15.083	404.847	235.994	-14.261	384.961	240.476	-14.447	367.223	246.024	-14.598
312.299	355.076	-15.327	322.491	340.223	-15.299	333.134	323.794	-15.034	404.164	241.199	-14.224	384.256	245.439	-14.493	366.446	250.774	-14.592
311.427	354.504	-15.312	322.367	340.121	-15.321	333.846	324.328	-15.016	403.552	246.521	-14.294	383.553	250.417	-14.465	365.688	255.513	-14.684
310.599	353.846	-15.349	322.253	340.041	-15.284	334.562	324.853	-15.057	402.884	251.711	-14.259	382.846	255.415	-14.548	364.905	260.266	-14.663
309.783	353.124	-15.332	322.122	339.932	-15.283	335.179	325.363	-15.064	402.232	256.936	-14.348	382.157	260.352	-14.561	364.149	265.012	-14.717
309.028	352.352	-15.330	322.006	339.802	-15.287	335.782	325.960	-15.023	401.572	262.144	-14.335	381.453	265.331	-14.611	363.388	269.688	-14.718
